aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
4.77,3.82,0.04,0.58,0.002,0.71,0.1,1.6,0.83,0.68,0.68,0.153,4.98,1.73,0.009,14.31,7.22,0.05,0.49,0.05,Yes
0.09,28.34,0.05,0.32,0.01,0.07,0.03,1.51,0.36,0,0.78,0.159,13.51,0.36,0.008,2.15,0.45,0.07,0.02,0.07,No
0.05,1.18,0.08,1,0.09,0.07,0.07,1.49,0.65,0,0,0.092,7.2,1.56,0.002,8.27,0.85,0.04,0.07,0.04,No
0.05,22.27,0.07,0.58,0.09,0.02,0.03,0.03,0.47,0,0.67,0.042,0.61,0.99,0.008,9.8,0.54,0.1,0.05,0.08,No
0.08,22.89,0.03,0.94,0.02,0.38,0.08,0.09,1.38,0,0.003,0.191,18.27,0.9,0.009,4.37,1.61,0.05,0.06,0.02,No
0.09,7.36,0.09,0.34,0.07,0.08,0.03,0.99,0.08,0.52,0.52,0.022,12.53,0.21,0.009,2.88,3.39,0.05,0.05,0.07,No
0.05,7,0.06,0.62,0.06,0.04,0.04,1.65,0.8,0.54,0.54,0.163,10.42,1.76,0.008,1.35,0.83,0.01,0.03,0,No
0.04,19.88,0.04,0.77,0.01,0.22,0.05,1.23,0.51,0.57,0.57,0.176,3.88,1.02,0.001,5.51,3.76,0.02,0,0.05,No
0.06,23.51,0.06,0.1,0.04,0.02,0.04,0.07,0.14,0,0.006,0.183,13.53,0.11,0.01,7.04,6.25,0.03,0.03,0.02,No
0.09,19.54,0.7,4,0.11,6.69,0.6,0.79,0.32,0.64,0.64,0.044,1.08,1.45,0.001,20.06,7.8,0.08,0.16,0.05,No
0.06,1.26,0.03,1.56,0.01,0.04,0.09,1.75,0.76,0.26,0.003,0.092,13.79,1.27,0.01,6.81,0.09,0.05,0.04,0.04,No
0.020539626,2.267076757,0.45085715,3.451860232,0.120260773,6.77289737,0.739263209,1.646967644,0.291787533,0.612815342,0.479431844,0.189412253,18.00071875,1.745847295,,15.33689492,0.888688858,0.097702812,0.191781495,0.080553174,Yes
0.01,5.58,0.06,1.27,0.07,0.32,0.05,0.4,0.79,0,0,0.033,14.26,1.77,0.006,6.76,3.59,0.04,0.05,0.02,No
2.06,15,0.67,2.69,0.12,6.57,0.33,0.16,1.01,0,0.76,0.168,18.25,1.06,0.009,30.08,5.31,0.07,0.32,0,No
0.85,3.46,0.47,2.94,0.11,5.55,0.53,0.96,0.02,0.63,0.63,0.042,11.64,2.11,0.009,21.73,6.67,0.09,0.27,0.04,No
0.01,15.17,0.02,1.18,0.007,7.86,0.07,0.54,1.2,0.59,0.59,0.047,18.8,1.43,0.007,10.49,5.18,0.06,0.07,0.02,No
0.09,7.11,0.01,0.46,0.05,0.07,0.01,0.08,0.33,0,0,0.061,1.87,0.43,0.01,6.11,0.84,0.01,0.03,0.02,No
0.03,10.94,0.1,0.38,0.04,0.19,0.07,0.02,1.09,0,0.005,0.151,15.19,0.91,0.006,5.63,0.63,0.07,0.08,0.01,No
0.01,2.7,0.06,1.72,0.02,0.35,0.03,0.96,0.02,0.63,0.63,0.042,12.16,0.38,0.009,2.5,2.09,0.09,0.07,0.04,no
0.09,29.07,0.03,1.31,0,0.1,0,0.75,0.96,0.64,0.64,0.1,17.5,0.88,0.008,11.62,0.74,0.05,0.01,0.08,No
4.39,29.54,0.02,2.5,0.005,4.93,0.62,0.1,0.72,0.39,0.008,0.011,14.95,1.21,0.007,8.56,6.29,0.1,0.29,0.06,yes
0.09,11.68,0.07,0.1,0.09,0.28,0.07,1.73,0.8,0.93,0.93,0.174,16.88,1.45,0.006,3.55,2.72,0.05,0.01,0.07,No
0.05,0.94,0.02,0.89,0,0.41,0.02,1.84,0.75,0.92,0.92,0.142,7.76,1.46,0.004,0.92,1.41,0.02,0.02,0.09,No
0.07,13.74,0.09,0.33,0.1,0.13,0.02,1.21,1.09,0.77,0.77,0.158,1.67,1.03,0.004,0.05,0.4,0.05,0.07,0.08,No
3.62,11.3,0.02,1.51,0.003,5,0.54,0.74,0.54,0.45,0,0.181,12.69,1,0.005,5.01,2.06,0.03,0.15,0,Yes
4.44,20.25,0.04,0.57,0.005,7.81,0.02,0.72,1.45,0.19,0.006,0.11,17.2,1.47,0.008,35.13,6.93,0.02,0.11,0.08,No
0.07,21.81,0.01,0.73,0.09,0.38,0.01,0.28,0.28,0,0,0.137,18.93,0.49,0.009,2.54,0.01,0.1,0.02,0.02,no
0.7,13.86,0.86,4.56,0.09,5.3,0.37,1.64,1.39,0,0.005,0.156,15.86,1.41,0.003,13.95,0.67,0.03,0.21,0.06,No
0.08,19.36,0.05,0.74,0.03,0.3,0.09,1.29,1.04,0.49,0.001,0.079,15.58,1.26,0.005,2.22,0.71,0.01,0.01,0.03,No
0.04,15.4,0.09,0.44,0.08,0.31,0.09,0.61,1.26,0,0,0.162,1.05,1.57,0.008,1.79,2.93,0.05,0.01,0.05,No
0.04,1.17,0.09,1.24,0.07,0.12,0.04,0.55,0.96,0,0.004,0.062,15.18,0.37,0.003,0.15,0.42,0.03,0.02,0.04,No
0.04,0.46,0.07,0.32,0.09,0.1,0.08,1.39,1.12,0.1,0.001,0.108,9.49,1.59,0.009,4.32,3.91,0.02,0.02,0.07,No
0.06,4.79,0.45,3.06,0.06,3.83,0.4,0.08,1.05,0.57,0.57,0.196,7.58,1.47,0.003,32.77,6.43,0.01,0.31,0.08,No
0.02,23.1,0.1,0.42,0.04,0.03,0.06,1.57,0.43,0.04,0.003,0.089,14.77,1.97,0.005,0.46,1.69,0.03,0.04,0.03,No
3.24,19.54,0.82,4.69,0.11,6.7,0.6,0.79,0.32,0,0.64,0.044,0.3,1.39,0.001,20.21,7.8,0.08,0.16,0.05,No
0.13,2.06,0.03,1.64,0.003,4.14,0.35,0.1,1.47,0.9,0.9,0.097,2.42,1.16,0.003,12.17,7.8,0.01,0.11,0.01,No
0.08,21.59,0.1,2.15,0.03,0.08,0.01,0.05,0.03,0,0.002,0.011,6.86,0.22,0.001,0.32,0.07,0.04,0.05,0.07,no
0.05,29.34,0.78,3.55,0.12,0.41,0.16,0,0.98,0.91,0.91,0.187,8.99,1.43,0.004,21.35,1.7,0.02,0.08,0.05,No
0.07,26.26,0.01,0.18,0.004,2.14,0.08,1.81,0.92,0.7,0.7,0.018,0.35,1.7,0.008,2.59,4.98,0.03,0.3,0.01,No
0.02,16.4,0.1,0.23,0.02,0.04,0.06,0.19,0.29,0,0,0.099,12.5,0.15,0.004,2.8,0.65,0.06,0.09,0.07,No
0,2.49,0.1,0.63,0.04,0.12,0.05,1.71,1.35,-0.85,0.85,0.1,13.65,1.23,0.005,0.96,2.54,0.01,0.07,0.09,No
2.71,17.92,0.35,3.61,0.07,2.06,0.59,0.53,0.12,0.66,0.66,0.016,9.1,1.87,0.01,30.22,0.4,0,0.08,0.03,Yes
0.04,10.21,0.01,2.84,0,0.43,0.09,0,0.04,0,0,0.089,7.96,1.94,0,2.42,1.66,0.06,0.05,0.05,no
0.01,0.85,0.06,1.16,0,0,0.05,1.35,1.06,0.22,0.007,0.069,11.8,1.64,0.005,0.54,1.13,0.07,0.05,0.03,No
4.71,26.4,0.05,3.28,0.007,1.54,0.82,1.42,1.29,0.28,0.002,0.01,2,1.44,0.004,6.92,2.54,0.08,0.44,0.07,Yes
0.25,6.71,0.69,1.41,0.01,2.61,0.25,1.09,1.35,0.16,0.002,0.031,17.14,1.8,0.007,55.32,1.15,0.08,0.26,0.08,No
2.13,22.95,0.18,2.66,0.04,4.16,0.59,1.34,0.5,0,0.86,0.087,14.22,1.46,0.007,41.22,5.65,0.01,0.37,0.05,No
0.27,14.49,0.91,3.26,0,0.41,0.27,0,1.01,0.6,0.6,0.04,12.14,1.74,0.007,4.64,4.47,0.02,0.29,0.01,No
0.06,14.28,0.02,0.13,0.03,0.15,0.01,1.28,0.87,0.9,0.9,0.024,13.82,1.29,0.008,0,0.37,0.06,0.07,0.02,No
3.13,28.98,0.02,1.8,0.008,6.25,0.32,0.72,0.53,0,0,0.03,6.98,1.8,0.009,15.09,4.94,0.01,0.39,0.09,Yes
0.08,9.49,0.06,0.13,0.1,0.01,0.09,0.01,0.27,0.08,0,0.131,12.64,1.79,0.001,8.95,6.15,0.02,0.01,0.05,no
1.491361079,7.561407368,0.20238096,3.15869011,0.12525968,4.577198934,0.508704831,0.575001774,0.662417046,0.389460807,0.527233792,0.139688876,7.46355143,0.869395298,0.005489388,2.750980834,5.287622874,,0.262071516,0.06517029,Yes
0.09,21.76,0.09,1.84,0.07,0.09,0.04,0.81,1.25,0.15,0.002,0.156,7.85,1.41,0.007,2.1,0.6,0.09,0.02,0.04,no
0.05,5.58,0.06,0.05,0.09,0.2,0.01,0.09,0.33,0,0.007,0.062,4.91,0.6,0.004,10.06,0.39,0.03,0,0.03,Yes
0.05,14.77,0.06,2,0.1,0.04,0.06,1.08,0.52,0.74,0.74,0.067,5.47,0.67,0,7.69,3.42,0.04,0.08,0.02,No
4.6,10.59,0.47,3.75,0.12,3.46,0.36,0.88,1.13,0.5,0.5,0.03,8.3,2.04,0.006,37.95,2.08,0.09,0.24,0.03,No
0.09,9.87,0.01,3.62,0.003,3.7,0.62,1.15,1.49,0.11,0.001,0.087,15.79,1.91,0.006,16.09,4.27,0.1,0.45,0.07,No
0.29,5.43,0.04,2.34,0.002,4.13,0.7,1.51,0.89,0.55,0.55,0.164,8.49,1.49,0.001,37.15,0.25,0.08,0.01,0.09,No
0.09,26.28,0.03,2.21,0.07,0.07,0.09,1.41,0.92,0.93,0.93,0.075,16.14,1.84,0.005,0.78,4.7,0.05,0.03,0.07,no
1.68,15.65,0.7,3.25,0.03,4.35,0.74,1.35,1.24,0,0,0.193,18.08,1.74,0.001,43.13,1.71,0.09,0.44,0.05,No
0.03,9.91,0.01,2.34,0.008,6.5,0.09,1.76,0.56,0.5,0.5,0.096,6.32,1.43,0.002,32.6,3.54,0.1,0.05,0.01,No
0.23,10.42,0.05,3.89,0.002,6.83,0.2,0.07,0.73,0,0,0.157,10.83,1.84,0.006,16.47,1.34,0.03,0.06,0.04,Yes
0.08,20.38,0.09,1.93,0.06,0.17,0.08,0.05,0.51,0,0.93,0.152,12.2,0.58,0.008,7.08,0.14,0.04,0.09,0.03,No
5.03,7.59,0.13,0.94,0.04,3.22,0.19,1,0.36,0,0.005,0.001,1.17,1.41,0.008,47.79,3.8,0.09,0.32,0.04,No
0.02,0.62,0.03,1.35,0.1,0.09,0.08,0.06,0.14,0.66,0.66,0.144,0.97,1.69,0.006,3.92,0.98,0.02,0.05,0.05,No
1.29,29.74,0.58,1.32,0.13,5.33,0.08,1.34,0.69,0.77,0.77,0.11,1.2,1.24,0.003,33.5,3.34,0.06,0.48,0.04,No
0.03,28.9,0.01,0.5,0,0.07,0.09,0.01,0.75,0,0.51,0.093,4.2,0.07,0.009,0.81,0.62,0.07,0.04,0.08,No
0.06,17.76,0.08,2.82,0.08,0.09,0.08,1.74,1.49,0.13,0.007,0.102,15.58,0.37,0.009,0.28,4.84,0.06,0.07,0.02,No
0.76,20.14,0.12,4.72,0.01,0.43,0.02,1.05,0.68,0,0.001,0.159,8.03,1.84,0.004,38.74,6.3,0.02,0.39,0.03,no
0.05,3.88,0.7,3.33,0.04,6.63,0.08,0.85,1.16,0.36,0.005,0.067,15.36,2.44,0.01,28.74,6.47,0.09,0.48,0.01,No
0.09,16.84,0.09,0.65,0.09,0.05,0.03,0.12,0.48,0.93,0.93,0.142,0.49,1.76,0.009,1.26,2.84,0.05,0.05,0.04,No
0.08,16.02,0.03,0.45,0.07,0.4,0,0.04,1.08,0,0.99,0.002,18.02,0.88,0.003,7.23,0.19,0.04,0.08,0.01,No
0.09,5.94,0.01,0.92,0.06,0.03,0.05,0.01,0.82,0,0.004,0.093,1.51,0.58,0.004,2.03,0.7,0.03,0.06,0.05,Yes
2.306213676,0.865227487,0.147904439,3.938854464,0.028165985,6.724355001,0.015590149,0.316200895,0.778137126,0.71776649,,0.173165921,2.423821029,0.692563303,0.008709923,59.98890951,3.083731488,0.056161987,0.07163716,0.073573558,No
0.06,18.58,0.07,1.43,0.03,0.21,0.06,1.38,0.13,0,0.002,0.117,19.62,0.17,0.001,0.25,0.7,0.08,0.05,0.01,No
0.02,8.63,0,1.83,0.05,0.22,0.01,1.17,0.9,0,0.51,0.13,3.09,0.23,0.01,0.05,2.78,0,0.1,0.01,No
0.1,16.67,0.32,2.53,0.01,0.1,0.03,0.04,1.16,0.51,0.51,0.044,5.82,2.46,0.006,14.44,3.72,0.04,0.14,0.08,No
0.48,29.15,0.001,3.89,0.001,4.07,0.83,0.26,0.16,0.91,0.91,0.176,6.38,1.2,0.009,38.6,3.22,0.05,0.06,0.09,No
0.06,8.59,0.06,0.58,0.09,0.18,0.07,0.02,0.76,0,0.51,0.086,10.31,0.67,0,2.41,3.57,0.02,0.05,0.08,No
4.17,21.35,0.84,3.99,0.08,1.76,0.86,1.29,0.13,0,0.008,0.169,10.02,2.1,0.006,38.29,6.23,0.08,0.25,0.01,no
0.02,24.88,0.02,2.17,0.06,0.01,0.01,0.02,0.31,0.47,0.004,0.17,18.09,1.62,0.003,0.34,5.14,0.06,0.04,0.07,No
4.36,25.18,0.04,0.04,0.001,5.1,0.86,1.23,0.52,0,0,0.022,12.63,1.93,0.003,1.19,7.79,0.04,0.43,0.01,yes
2.18,22.69,0.04,3.61,0.001,1.66,0.33,1.68,0.48,0.62,0.62,0.147,17.79,1.49,0.004,34.46,1.38,0.1,0.28,0.02,No
0.05,15.06,0.08,0.27,0.05,0,0.02,0.63,1.03,0.18,0.004,0.031,9.84,1.63,0.003,6.27,3.88,0.05,0.05,0.08,No
2.11,17.03,0.02,0.88,0.009,7.78,0.88,1.15,0.34,0.85,0.85,0.065,17.86,1.53,0.003,19.4,1.14,0.1,0.4,0.01,Yes
0.1,0.18,0.08,0.32,0.09,0.04,0.1,1.17,1.31,0.57,0.57,0.109,6.77,2.21,0.007,4.59,1.49,0.05,0.08,0.02,No
0.02,8.59,0.08,1.45,0.02,0.26,0.05,1.22,1.06,0,0.008,0.103,4.49,0.4,0.007,0.67,3.4,0.01,0.06,0.07,Yes
0.58,29.19,0.02,1.71,0.007,1.13,0.53,1.34,0.03,0.98,0.98,0.068,10.9,1.45,0.005,2.75,3.81,0.05,0.18,0.02,yes
0.09,5.07,0.09,1.02,0.08,0.13,0.02,0.37,0.36,0.41,0.002,0.06,0.3,1.36,0.003,2.17,0.24,0.04,0.07,0.06,No
0.04,13.57,0,0.86,0.06,0.17,0.09,0.06,0.36,0,0.008,0.071,18.7,0.6,0.004,8.64,1.55,0.04,0.07,0.02,no
0.04,15.26,0.03,0.45,0.05,0.09,0.03,0.13,0.8,0.69,0.69,0.104,8.26,1.41,0.004,9.76,0.94,0.09,0.09,0.05,No
0.1,16.98,0.03,1.88,0.006,5.33,0.16,0.88,0.12,0.87,0.87,0.143,13.48,1.73,0.009,56.14,2.74,0.07,0.24,0.02,No
1.103323942,11.04671474,0.229161022,2.131496667,0.089309078,3.810628226,0.337001064,1.37585179,0.442120474,0.241555365,0.273633514,0.131603029,11.38993385,2.737342542,,8.612695875,7.5961465,0.099876376,0.00451945,0.003144982,Yes
0.02,0.95,0.06,1.52,0.06,0.09,0.05,0.08,0.05,0,0,0.19,10.74,1.62,0.003,2.12,4.26,0.05,0,0.06,No
0.03,29.15,0.06,0.3,0.09,0.12,0.09,0.01,0,0,0.8,0.091,17.33,0.26,0.001,2.84,0.61,0.09,0.07,0,No
4.23,22.03,0.67,2.41,0.08,5.91,0.68,0.34,0.12,0,0,0.135,13.54,1.22,0.002,8.36,2.38,0.06,0.19,0.04,No
2.22,10.37,0.01,2.38,0.009,6.68,0.8,1.07,1.35,0.39,0.003,0.113,14.25,1.24,0.003,22.17,5.82,0.06,0.36,0.04,Yes
0.03,17.92,0.09,3.1,0.1,2.04,0.59,0.08,0.12,0.66,0.66,0.001,9.18,1.71,0.01,30.34,0.4,0,0.08,0.03,Yes
0.04,0.26,0.03,3.37,0.002,6.13,0.29,0.18,0.91,0.78,0.78,0.174,7.09,1.83,0.005,51.29,3.81,0.07,0.03,0.06,No
0,17.32,0.02,0.92,0.007,4.43,0.29,1.64,1.43,0.16,0.009,0.075,13.81,1.03,0.002,11.36,3.34,0,0.07,0.02,Yes
0.16,17.55,0.04,0.69,0.003,1.27,0.38,0.41,0.72,0.25,0.007,0.02,0.29,1.38,0.01,33.17,2.97,0.06,0.1,0.02,Yes
0.76,0.47,0.03,1.69,0.002,3,0.18,0.7,0.57,0.3,0.005,0.065,15.53,1.38,0.008,33.34,5.93,0.03,0.47,0.03,Yes
4.6,24.42,0.65,2.69,0.06,3.74,0.43,1.65,0.69,0.74,0.74,0.046,12.27,2,0.003,5.17,1.55,0.01,0.47,0,No
0.17,23.62,0.21,2.24,0.02,2.59,0.3,0.06,1.34,0.97,0.97,0.001,2.33,1.18,0.002,18.11,4.89,0.04,0.21,0.01,No
0.06,0.46,0.07,1.99,0.09,0.32,0.06,0.48,1.48,0.06,0.001,0.117,3.29,1.68,0.004,6.04,2.64,0.06,0.03,0.09,No
0.09,25.14,0.52,1.17,0.07,5.73,0.21,0.03,1.27,0.82,0.82,0.041,17.87,1.39,0.009,6.54,4.72,0.05,0.2,0.07,No
0.04,23.31,0.07,0.26,0.04,0.15,0.05,1.57,0.43,0.04,0.003,0.089,14.9,0.73,0.005,1.76,4.54,0.03,0.07,0.03,No
0.14,9.92,0.02,2.78,0.002,5.4,0.1,1.09,0.37,0.53,0.53,0.075,15.62,1.01,0.009,12.9,5.69,0.05,0.38,0.09,No
1.82,10.35,0.32,2.22,0.09,6.28,0.65,1.05,0.96,0,0.008,0.049,1.9,1.9,0.001,55.24,1.86,0.01,0.07,0.05,No
0.09,3.98,0.06,0.79,0.06,0.41,0.01,0.05,1.16,0,0.005,0.067,15.29,0.62,0.01,11.69,5.66,0.09,0.02,0.01,No
0.03,23.06,0.06,4,0.12,0.74,0.47,0.54,1.33,0.05,0.001,0.166,12.55,1.38,0.006,11.22,0.92,0.07,0.03,0.08,No
0.08,3.07,0.07,0.71,0.07,0.02,0.07,0.03,1.14,0,0.79,0.102,4.87,0.58,0.006,0.5,1.03,0.1,0.06,0.03,No
0.07,9.62,0.03,1.59,0.04,0.26,0.05,0.01,1.02,0,0.002,0.071,17.71,0.9,0.003,4.38,0.19,0.04,0.05,0.02,No
0.77,9.37,0.76,4.37,0.09,3.49,0.07,0.86,1.29,0,0.005,0.016,12.11,1.78,0.008,40.38,6.62,0.01,0.43,0.04,No
0.04,12.17,0.26,1.35,0.06,7.48,0.66,0.01,0.27,0.62,0.62,0.166,0.69,1.34,0.003,46.5,0.24,0,0.06,0.05,No
0.02,5.24,0.05,0.77,0.02,0.57,0.04,0.03,0.15,0,0,0.085,19.41,1,0.001,1.68,3.55,0.05,0.07,0.07,Yes
0.07,13.73,0.98,4.32,0.09,4.68,0.12,0.48,1.48,0.06,0.001,0.117,3.43,1.59,0.004,47.82,7.07,0.06,0.38,0.09,No
4.74,7.94,0.85,2.89,0.07,1.8,0.26,1.97,0.08,0.69,0.69,0.184,8.05,1.92,0.003,57.15,5.83,0.01,0.48,0.07,No
1.51,10.01,0.48,2.07,0.04,7.02,0.4,0.68,0.79,0,0.002,0.014,7.57,1.4,0.009,54.37,7.92,0.01,0.33,0.02,No
0.08,26.09,0.04,1.72,0.01,0.44,0.05,0.93,0.89,0.84,0.84,0.179,8.87,1.5,0.007,2.89,1.27,0.07,0.09,0.03,no
0.02,26.96,0.02,3.67,0.006,5.58,0.12,1.41,0.92,0.93,0.93,0.075,16.14,1.84,0.005,38.36,5.24,0.05,0.15,0.07,No
0.04,8.51,0.73,4.46,0.04,3.15,0.69,0.05,1.1,0.29,0,0.001,0.92,2.03,0.004,32.46,1.97,0.07,0.25,0.01,no
0.05,16.91,0.03,0.89,0.09,0.12,0.01,1.37,1.39,0,0.002,0.108,4.88,0.57,0.002,8.08,0.38,0.01,0.04,0.04,No
0,21.76,0.04,0.78,0.09,0.31,0.07,1.2,1.31,0.91,0.91,0.027,19.33,0.96,0.002,6.45,5.74,0.04,0.05,0.08,no
0.09,27.84,0.06,0.5,0.01,0,0.08,0.29,0.67,0.65,0.65,0.155,10.7,1.84,0.01,5.64,1.13,0.04,0.02,0.07,No
0.47999954,8.512112388,0.384153217,3.441950247,0.024637509,4.409746348,0.284400128,1.218176943,0.923159176,0.944358152,0.88473943,0.012748967,15.63007346,1951.808817,0.006469401,44.73231398,5.322524006,0.003172823,0.151011981,0.084956658,Yes
0.07,14.78,0.03,0.96,0.009,7.78,0.88,0,0.38,0.04,0.007,0.166,0.34,1.35,0.01,14.42,2.6,0.09,0.44,0.01,No
2.66,18.02,0.01,2.74,0.004,2.03,0.59,0.53,0.12,0,0,0.016,8.96,1.61,0.01,54.13,0.4,0,0.08,0.03,no
0,8.48,0.02,0.28,0.04,0.26,0.08,1.61,1.39,0,0,0.043,16.7,1.2,0,0.03,1.03,0.04,0.01,0.05,no
1.19,14.94,0.01,1.8,0.002,1.67,0.2,1.08,0.52,0.74,0.74,0.067,4.52,1.52,0,17.72,4.91,0.04,0.45,0.02,yes
0.22,11.93,0.99,4.36,0.05,5.22,0.71,1.98,1.32,0.86,0.86,0.034,3.78,1.66,0.006,51.51,7.16,0.02,0.21,0.09,No
0.05,22.44,0.02,0.99,0.09,0.05,0.05,0.07,0.66,0,0.93,0.155,16.93,0.47,0.002,10.37,0.31,0.07,0.07,0.04,No
0,12.91,0.09,0.92,0.01,0.26,0.1,0.97,1.31,0.76,0.76,0.088,10.45,0.92,0.01,6.21,5.62,0.1,0.08,0.06,no
1.23,20.25,0.09,1.97,0.02,5.41,0.74,1.76,0.61,0.53,0.53,0.105,9.01,2.03,0.007,13.95,2.76,0.02,0.44,0.07,No
0.01,1.37,0.04,0.87,0,0.28,0.09,1.77,0.78,0.22,0.005,0.053,0.48,1.65,0.006,1.63,1.46,0.01,0.09,0.05,No
3.47,19.62,0.33,1.81,0.01,2.43,0.2,1.85,1.43,0.68,0.68,0.089,4.84,1.34,0.004,40.09,2.61,0.03,0.08,0.04,No
0.04,8.48,0.05,1.28,0.1,0.34,0.05,1.85,0.88,0.36,0.005,0.072,3.16,0.65,0.009,1.64,0.52,0.1,0.05,0.06,No
4.98,23.88,0.37,3.95,0.09,0.89,0.51,1.35,1.07,0,0,0.101,1.21,1.23,0.008,17.75,5.58,0.09,0.38,0.03,No
0.03,22.22,0.08,0.78,0.04,0.25,0.05,0.01,0.69,0.01,0.004,0.15,10.9,0.57,0.006,1.15,2.54,0.02,0.01,0.04,No
0.03,19.58,0.04,1.31,0.01,0.63,0.01,1.23,1.44,0.56,0.56,0.012,10.28,2.71,0.004,5.95,0.81,0.07,0.07,0.08,No
3.897192049,26.21093371,0.265767366,4.297400943,10.98275627,5.646083903,0.041166475,1.192848862,1.420930815,0.534294645,0.180460959,0.075865113,16.21551775,2.181856428,0.004087997,17.38942462,4.562176201,0.064342631,0.481796921,0.088156371,Yes
0.02,2.59,0.04,3.81,0.003,1.63,0.58,1.35,1.06,0.22,0.007,0.069,11.78,1.55,0.005,32.91,2.78,0.07,0.16,0.03,No
0.02,11.3,0.04,1.74,0.07,0.04,0.07,0.4,1.16,0,0.87,0.126,18.76,0.3,0.008,11.17,5.86,0.03,0.04,0.08,No
0.03,11.3,0.02,3.14,0.007,7.52,0.03,0.1,1.38,0.26,0.005,0.033,7.43,1.55,0.007,19.77,2.42,0.09,0.26,0.02,No
0.02,0.11,0.06,0.96,0.05,0.34,0.04,0.04,0.21,0,0,0.111,4.74,1,0.001,10.6,7.92,0.09,0.02,0.04,No
0.1,26.8,0.02,0.37,0.02,0.6,0.06,1.69,0.96,0.25,0.001,0.021,14.05,1.27,0.005,0.44,0.69,0.01,0,0.01,No
3.69,19.8,0.001,0.96,0.005,2.55,0.88,1.48,0.91,0.74,0.74,0.074,18.42,1.68,0.007,40.92,2.99,0.05,0.13,0.03,No
0.02,27.8,0.04,0.3,0.01,0.07,0,0.89,1.41,0,0.74,0.119,12.52,0.37,0.009,2.75,0.55,0.06,0.09,0.01,No
0.09,28.11,0.03,0.01,0.04,0.01,0.01,0.29,0.67,0,0.65,0.155,11.61,0.87,0.01,2.17,3.49,0.04,0.07,0.07,No
0.03,0.51,0.04,2.44,0.006,1.09,0.33,1.94,1.49,0.15,0.001,0.114,9.96,1.84,0.007,28.44,2.54,0.04,0.5,0.09,No
0.02,8.52,0.61,1.95,0.13,1.66,0.19,0.09,0.21,0.98,0.98,0.01,2.79,1.79,0.002,22.67,1.54,0.09,0.16,0.01,No
0.04,23.22,0.06,0.98,0.06,0.48,0.01,0.26,0.82,0.74,0.74,0.197,18.01,1.3,0.003,3.3,0.98,0.1,0.07,0.07,No
0.39,23.27,0.07,2.63,0.02,7.26,0.47,1.95,1.38,0.46,0.003,0.191,18.45,1.24,0.009,1.05,2.4,0.05,0.35,0.02,No
3.150577736,12.826025,0.750799128,1.08703011,0.025930225,5.374368531,0.701659504,1.035974114,0.769036778,0.247274472,0.720415827,0.174716889,8390.561377,2.585399841,0.000518866,2.955812269,4.039559544,0.071687002,0.134225441,0.04418976,No
0.1,1.46,0.09,0.62,0.02,0.3,0.06,0.88,1.45,0,0.58,0.067,13.46,0.35,0.007,0.81,0.81,0.04,0.01,0.01,No
0.08,14.96,0.01,0.17,0.002,6.21,0,0.81,0.24,0.15,0.005,0.005,16.78,1.58,0.002,18.68,1.67,0.04,0,0.03,Yes
0.03,1.37,0.08,0.91,0.02,0.04,0.02,0.08,1.5,0,0,0.107,4.36,1.54,0,1.28,0.21,0.07,0.06,0,No
0.08,9.81,0.01,2.16,0.07,0.24,0.05,1.29,1.01,0.03,0.006,0.013,13.96,0.86,0.002,6.51,0.53,0.09,0.06,0.09,No
0.03,13.73,0.01,0.07,0.08,0.16,0.08,0.04,0.28,0,0.52,0.197,8.05,0.04,0.006,2.53,0.13,0.06,0.09,0.08,No
1.77,10.45,0.04,2.06,0.007,6.12,0.65,1.05,0.96,0.32,0.008,0.049,1.61,1.7,0.001,10.44,1.86,0.01,0.07,0.05,Yes
0.06,23.36,0.01,0.99,0.02,0.35,0.07,0.64,0.43,0.46,0.002,0.059,16.37,1.75,0.006,8.57,0.45,0.03,0.08,0.06,No
0.07,0.52,0.01,0.31,0.04,0.01,0.03,0.77,0.46,0,0,0.059,13.44,1.93,0.005,0.03,0.91,0.01,0.03,0.03,no
2.096732463,3.965666216,0.313831618,3.569011048,0.064066709,7.357484237,0.561478035,1.596461824,1.377560828,0.822010874,0.116791635,0.125548266,15969.13298,1.019283832,0.006944145,29.29934784,5.466278531,0.075155444,0.309632893,0.024790399,Yes
0.31,13.74,0.21,1.73,0.04,6.58,0.45,0.56,0.8,0.29,0.001,0.186,3.09,1.5,0,51.21,7.36,0.08,0.09,0.08,No
0.34,16.69,0.95,2.15,0.04,7.69,0.85,0.99,0.87,0.39,0.002,0.17,5.58,1.7,0.001,55.51,5.35,0.03,0.42,0.07,No
0.03,9.2,0.1,3.09,0.09,0.03,0.06,0.01,0.66,0,0,0.182,2.87,1.33,0.009,5.51,6.17,0.01,0.06,0.07,No
2.18,16.68,0.89,1.93,0.07,8.04,0.89,1.94,0.63,0,0.75,0.109,9.81,1.18,0.008,6.54,1.01,0.02,0.26,0.02,No
3.24,2.58,0.03,0.51,0.003,5.67,0.68,1.25,0.29,0.78,0.78,0.112,2.44,1.23,0.006,6.7,3.04,0.07,0.32,0.06,Yes
